"","Value","Std.Error","DF","t.value","pval","scfa_var","Var","Strain","adj.pval","Class"
"Dehydrolithocholic Acid.Absiella.sp..MP634G1_ig1.St_Abundance",-2.1164350749073,2.03706510015672,43,-1.03896290538013,0.304629072191358,"Dehydrolithocholic Acid","St_Abundance","Absiella.sp..MP634G1_ig1",0.430537067091807,"Secondary BA"
"Dehydrolithocholic Acid.Erysipelotrichaceae.bacterium.6_1_45.St_Abundance",2.73270068812027,1.74389953258789,43,1.56700580340487,0.124443803530719,"Dehydrolithocholic Acid","St_Abundance","Erysipelotrichaceae.bacterium.6_1_45",0.217506126171083,"Secondary BA"
"Dehydrolithocholic Acid.X.Ruminococcus..sp..MP10A9.St_Abundance",5.38924689027755,2.45679774372281,43,2.19360625189731,0.033717895281011,"Dehydrolithocholic Acid","St_Abundance","X.Ruminococcus..sp..MP10A9",0.0772036318391941,"Secondary BA"
"Dehydrolithocholic Acid.Intestinibacter.sp..MP113D11.St_Abundance",1.22539992981439,1.51003438654839,43,0.811504652298274,0.421545386308909,"Dehydrolithocholic Acid","St_Abundance","Intestinibacter.sp..MP113D11",0.548157070013072,"Secondary BA"
"Dehydrolithocholic Acid.Megasphaera.micronuciformis.St_Abundance",-1.72390406110085,2.51875543511114,43,-0.68442693445733,0.497378132159722,"Dehydrolithocholic Acid","St_Abundance","Megasphaera.micronuciformis",0.615196786814414,"Secondary BA"
"Dehydrolithocholic Acid.Veillonella.sp..oral.taxon.158.St_Abundance",10.5263142266181,5.29883580870981,43,1.98653338329823,0.0533706671934552,"Dehydrolithocholic Acid","St_Abundance","Veillonella.sp..oral.taxon.158",0.112624715022409,"Secondary BA"
"Dehydrolithocholic Acid.Veillonella.rogosae.St_Abundance",9.68297189882913,5.35832388056653,43,1.80708970093188,0.0777483127345823,"Dehydrolithocholic Acid","St_Abundance","Veillonella.rogosae",0.153775260611572,"Secondary BA"
"Dehydrolithocholic Acid.Raoultella.ornithinolytica.St_Abundance",1.38691103580807,4.50460521589527,43,0.307887366225594,0.75965451299447,"Dehydrolithocholic Acid","St_Abundance","Raoultella.ornithinolytica",0.832627154914171,"Secondary BA"
"Dehydrolithocholic Acid.Haemophilus.parainfluenzae.St_Abundance",-0.533210128861356,3.83507498612137,43,-0.1390351246823,0.89007152994473,"Dehydrolithocholic Acid","St_Abundance","Haemophilus.parainfluenzae",0.921109214210735,"Secondary BA"
"Dehydrolithocholic Acid.Lactobacillus.plantarum.St_Abundance",-0.820310156305666,1.42897618089303,43,-0.574054464499904,0.568921825009474,"Dehydrolithocholic Acid","St_Abundance","Lactobacillus.plantarum",0.675273146052951,"Secondary BA"
"Dehydrolithocholic Acid.Clostridium.neonatale.St_Abundance",-1.25014383761498,3.34954888921305,43,-0.373227523754308,0.710812807557496,"Dehydrolithocholic Acid","St_Abundance","Clostridium.neonatale",0.7965946112449,"Secondary BA"
"Dehydrolithocholic Acid.Sellimonas.sp..VE303.03.St_Abundance",-3.13385499628879,1.91905932120597,43,-1.63301621875838,0.109767884093737,"Dehydrolithocholic Acid","St_Abundance","Sellimonas.sp..VE303.03",0.197324491473145,"Secondary BA"
"Dehydrolithocholic Acid.Veillonella.sp..HF34.St_Abundance",3.27263012620434,2.49714619372618,43,1.31054807060415,0.196967531525263,"Dehydrolithocholic Acid","St_Abundance","Veillonella.sp..HF34",0.310437432680836,"Secondary BA"
"Dehydrolithocholic Acid.X.Clostridium..sp..VE303.04.St_Abundance",-0.396919056329659,0.927650015520052,43,-0.427875868796425,0.670876921529481,"Dehydrolithocholic Acid","St_Abundance","X.Clostridium..sp..VE303.04",0.763190725022572,"Secondary BA"
"Dehydrolithocholic Acid.Bifidobacterium.longum.St_Abundance",0.579729330539875,1.27552294158911,43,0.454503256380177,0.651752829288334,"Dehydrolithocholic Acid","St_Abundance","Bifidobacterium.longum",0.747816654591082,"Secondary BA"
"Dehydrolithocholic Acid.Veillonella.atypica.St_Abundance",2.05842943185506,2.05445155009144,43,1.00193622563815,0.32197955923399,"Dehydrolithocholic Acid","St_Abundance","Veillonella.atypica",0.44738725308522,"Secondary BA"
"Dehydrolithocholic Acid.Streptococcus.parasanguinis.St_Abundance",3.70529782764639,5.15667383555386,43,0.718544151871575,0.47630833399323,"Dehydrolithocholic Acid","St_Abundance","Streptococcus.parasanguinis",0.59785904450341,"Secondary BA"
"Dehydrolithocholic Acid.Veillonella.sp..MP19D1_02.09.St_Abundance",-2.46388948092355,2.26053578966766,43,-1.08995818256246,0.281802149069967,"Dehydrolithocholic Acid","St_Abundance","Veillonella.sp..MP19D1_02.09",0.407223023347055,"Secondary BA"
"Dehydrolithocholic Acid.Blautia.sp..MP351A5.St_Abundance",3.60323732475188,3.40105423311651,43,1.05944718248439,0.295311257835656,"Dehydrolithocholic Acid","St_Abundance","Blautia.sp..MP351A5",0.420882342211154,"Secondary BA"
"Dehydrolithocholic Acid.Lactobacillus.fermentum.St_Abundance",-0.0832405487961842,2.42979175611472,43,-0.0342583057114686,0.972829709403413,"Dehydrolithocholic Acid","St_Abundance","Lactobacillus.fermentum",0.981220117748589,"Secondary BA"
"Dehydrolithocholic Acid.Streptomyces.flaveus.St_Abundance",-43.8591158131252,24.7341350521752,43,-1.77322213696202,0.0832749610700729,"Dehydrolithocholic Acid","St_Abundance","Streptomyces.flaveus",0.162864557485804,"Secondary BA"
"Dehydrolithocholic Acid.Pediococcus.acidilactici.St_Abundance",0.931640299357195,3.12342154779592,43,0.298275556181207,0.766929463782658,"Dehydrolithocholic Acid","St_Abundance","Pediococcus.acidilactici",0.837494446736629,"Secondary BA"
"Dehydrolithocholic Acid.Lactobacillus.casei.St_Abundance",-28.9766539269392,21.783344974428,43,-1.33022058645977,0.190458056977956,"Dehydrolithocholic Acid","St_Abundance","Lactobacillus.casei",0.302475610489436,"Secondary BA"
"Dehydrolithocholic Acid.Bifidobacterium.breve.St_Abundance",2.40663995414433,1.85585411079819,43,1.29678294222666,0.201621636242733,"Dehydrolithocholic Acid","St_Abundance","Bifidobacterium.breve",0.314917524116866,"Secondary BA"
"Dehydrolithocholic Acid.Lachnoclostridium.sp..MP429E6.St_Abundance",3.32917069427127,1.74499547143183,43,1.90783915991459,0.0631042149056713,"Dehydrolithocholic Acid","St_Abundance","Lachnoclostridium.sp..MP429E6",0.129676137467501,"Secondary BA"
"Dehydrolithocholic Acid.Veillonella.dispar.St_Abundance",10.4451253510858,5.83890469017698,43,1.78888437221078,0.0806794557260003,"Dehydrolithocholic Acid","St_Abundance","Veillonella.dispar",0.158839993642373,"Secondary BA"
"Dehydrolithocholic Acid.Veillonella.infantium.St_Abundance",7.86603828754704,6.20701673748641,43,1.2672816298434,0.211875071911558,"Dehydrolithocholic Acid","St_Abundance","Veillonella.infantium",0.326993733496224,"Secondary BA"
"Dehydrolithocholic Acid.Blautia.sp..MP624D4_ig1.St_Abundance",-1.13927546512457,2.48161664866653,43,-0.459086001754841,0.648484777586382,"Dehydrolithocholic Acid","St_Abundance","Blautia.sp..MP624D4_ig1",0.745252523224919,"Secondary BA"
"Dehydrolithocholic Acid.Sutterella.wadsworthensis.St_Abundance",-0.24372930125356,1.17529059375603,43,-0.207377905131226,0.836693736472347,"Dehydrolithocholic Acid","St_Abundance","Sutterella.wadsworthensis",0.88440390332802,"Secondary BA"
"Dehydrolithocholic Acid.Bacteroides.fragilis.St_Abundance",-1.23559404829068,0.930374094162621,43,-1.32806153572319,0.19116435893047,"Dehydrolithocholic Acid","St_Abundance","Bacteroides.fragilis",0.303307083161153,"Secondary BA"
"Dehydrolithocholic Acid.Flavonifractor.sp..VE303.08.St_Abundance",-0.1277329896669,0.94708614841016,43,-0.134869451824759,0.893344436160761,"Dehydrolithocholic Acid","St_Abundance","Flavonifractor.sp..VE303.08",0.923369774540098,"Secondary BA"
"Dehydrolithocholic Acid.Streptococcus.mutans.St_Abundance",6.00225813850459,11.2282601686961,43,0.534567069904437,0.595702705902752,"Dehydrolithocholic Acid","St_Abundance","Streptococcus.mutans",0.699189745322354,"Secondary BA"
"Dehydrolithocholic Acid.Blautia.sp..HF17.St_Abundance",3.03679167021676,2.06882669962119,43,1.46788112835783,0.149413766170909,"Dehydrolithocholic Acid","St_Abundance","Blautia.sp..HF17",0.250725109316798,"Secondary BA"
"Dehydrolithocholic Acid.Blautia.sp..CAG.257.St_Abundance",2.76888203402609,4.6557660728967,43,0.594721038530048,0.555146679127163,"Dehydrolithocholic Acid","St_Abundance","Blautia.sp..CAG.257",0.66471555957314,"Secondary BA"
"Dehydrolithocholic Acid.Eggerthella.sp..MP163B1.St_Abundance",10.9961060419383,5.47534746298573,43,2.00829374140616,0.0509195738806944,"Dehydrolithocholic Acid","St_Abundance","Eggerthella.sp..MP163B1",0.108448575894247,"Secondary BA"
"Dehydrolithocholic Acid.Anaerostipes.sp..MP172A5.St_Abundance",2.50333597476528,5.76715073320325,43,0.434068067677303,0.666409279928334,"Dehydrolithocholic Acid","St_Abundance","Anaerostipes.sp..MP172A5",0.760299730143768,"Secondary BA"
"Dehydrolithocholic Acid.Streptococcus.sp..MP628A10_ig1.St_Abundance",-1.04783990156031,3.55085739501913,43,-0.295094898215327,0.769341555650753,"Dehydrolithocholic Acid","St_Abundance","Streptococcus.sp..MP628A10_ig1",0.838428479489266,"Secondary BA"
"Dehydrolithocholic Acid.Streptococcus.sp..MP494C11.St_Abundance",-0.561552051429124,3.36709518976784,43,-0.166776411054729,0.868327780555402,"Dehydrolithocholic Acid","St_Abundance","Streptococcus.sp..MP494C11",0.90608116231868,"Secondary BA"
"Dehydrolithocholic Acid.Blautia.hominis.St_Abundance",-5.26029559026016,3.60173166878033,43,-1.46049069558851,0.151423901596159,"Dehydrolithocholic Acid","St_Abundance","Blautia.hominis",0.252910551821993,"Secondary BA"
"Dehydrolithocholic Acid.Blautia.marasmi.St_Abundance",-3.3311140020263,3.68259446294177,43,-0.904556294630742,0.370740767082224,"Dehydrolithocholic Acid","St_Abundance","Blautia.marasmi",0.49782977325112,"Secondary BA"
"Dehydrolithocholic Acid.Blautia.sp..MP87F8_2.St_Abundance",1.24815963298646,8.25154743550367,43,0.151263704504205,0.880475127414652,"Dehydrolithocholic Acid","St_Abundance","Blautia.sp..MP87F8_2",0.914109685902368,"Secondary BA"
"Dehydrolithocholic Acid.Lactobacillus.paracasei.St_Abundance",-3.95345107984793,3.36583660647802,43,-1.17458199611917,0.246625866973555,"Dehydrolithocholic Acid","St_Abundance","Lactobacillus.paracasei",0.366581762345231,"Secondary BA"
"Dehydrolithocholic Acid.Klebsiella.michiganensis.St_Abundance",-1.64454027134401,0.78645462326557,43,-2.09108093803993,0.0424653934216845,"Dehydrolithocholic Acid","St_Abundance","Klebsiella.michiganensis",0.0931573705621673,"Secondary BA"
"Dehydrolithocholic Acid.Parabacteroides.distasonis.St_Abundance",-0.26854511874914,1.32192335948352,43,-0.203147267821988,0.839978193694446,"Dehydrolithocholic Acid","St_Abundance","Parabacteroides.distasonis",0.886276204370518,"Secondary BA"
"Dehydrolithocholic Acid.Bifidobacterium.animalis.St_Abundance",-0.396058338993237,3.29232064923311,43,-0.120297620186385,0.904807730949151,"Dehydrolithocholic Acid","St_Abundance","Bifidobacterium.animalis",0.930708991758347,"Secondary BA"
"Dehydrolithocholic Acid.Parasutterella.excrementihominis.St_Abundance",-2.53241894101064,2.27282829411411,43,-1.11421480785362,0.271376328049436,"Dehydrolithocholic Acid","St_Abundance","Parasutterella.excrementihominis",0.395444617583591,"Secondary BA"
"Dehydrolithocholic Acid.Burkholderiales.bacterium.1_1_47.St_Abundance",-3.15840266211232,2.33037637128077,43,-1.35531869488381,0.182392965377119,"Dehydrolithocholic Acid","St_Abundance","Burkholderiales.bacterium.1_1_47",0.291974005302546,"Secondary BA"
"Dehydrolithocholic Acid.Streptomyces.californicus.St_Abundance",-36.6209460721557,19.6461552030855,43,-1.86402610045574,0.0691547068711511,"Dehydrolithocholic Acid","St_Abundance","Streptomyces.californicus",0.139963207865086,"Secondary BA"
"Dehydrolithocholic Acid.Streptococcus.sp..MP111F6_2.St_Abundance",-0.105340653910283,2.05612335673468,43,-0.051232652732263,0.959377392537961,"Dehydrolithocholic Acid","St_Abundance","Streptococcus.sp..MP111F6_2",0.971919261112642,"Secondary BA"
"Dehydrolithocholic Acid.Parasutterella.excrementihominis.CAG.233.St_Abundance",-6.71478957136886,3.64466358802646,43,-1.84236196543035,0.0723244230606347,"Dehydrolithocholic Acid","St_Abundance","Parasutterella.excrementihominis.CAG.233",0.14528128954591,"Secondary BA"
"Dehydrolithocholic Acid.Streptococcus.vestibularis.St_Abundance",1.78767374151929,4.64035202890722,43,0.385245285353981,0.701954851569774,"Dehydrolithocholic Acid","St_Abundance","Streptococcus.vestibularis",0.789112608523944,"Secondary BA"
"Dehydrolithocholic Acid.Clostridia.bacterium.UC5.1.1A9.St_Abundance",5.85347396474174,4.21005148445661,43,1.39035686056396,0.171575555170304,"Dehydrolithocholic Acid","St_Abundance","Clostridia.bacterium.UC5.1.1A9",0.278399084474115,"Secondary BA"
"Dehydrolithocholic Acid.X.Clostridium..lavalense.St_Abundance",3.65852277476503,3.33094215335521,43,1.09834473441091,0.278166118794833,"Dehydrolithocholic Acid","St_Abundance","X.Clostridium..lavalense",0.402511693158237,"Secondary BA"
"Deoxycholic Acid.Bilophila.wadsworthia.St_Abundance",3.15941911203394,2.02621461295603,43,1.55927170391131,0.126262558048271,"Deoxycholic Acid","St_Abundance","Bilophila.wadsworthia",0.219848612172842,"Secondary BA"
"Deoxycholic Acid.Proteus.mirabilis.St_Abundance",3.18192337247577,3.94199931117171,43,0.807185167044076,0.42400233915858,"Deoxycholic Acid","St_Abundance","Proteus.mirabilis",0.550057088638158,"Secondary BA"
"Deoxycholic Acid.Escherichia.coli.St_Abundance",-1.64871304620647,0.811907566857412,43,-2.03066594463212,0.0485018950027329,"Deoxycholic Acid","St_Abundance","Escherichia.coli",0.104161665661963,"Secondary BA"
"Deoxycholic Acid.X.Clostridium..aldenense.St_Abundance",-0.506612016360214,1.50844838835127,43,-0.335849751487976,0.738617460606493,"Deoxycholic Acid","St_Abundance","X.Clostridium..aldenense",0.816286513165113,"Secondary BA"
"Deoxycholic Acid.X.Clostridium..clostridioforme.St_Abundance",0.720423369538454,1.72184635899937,43,0.418401656903417,0.67773584671004,"Deoxycholic Acid","St_Abundance","X.Clostridium..clostridioforme",0.768877950915783,"Secondary BA"
"Deoxycholic Acid.Morganella.morganii.St_Abundance",-2.28705608520816,3.1544775797669,43,-0.725018969821672,0.472367570212126,"Deoxycholic Acid","St_Abundance","Morganella.morganii",0.59445670350311,"Secondary BA"
"Deoxycholic Acid.Fusobacterium.nucleatum.St_Abundance",-3.81580395186896,1.87947875322172,43,-2.03024585690478,0.048546356830581,"Deoxycholic Acid","St_Abundance","Fusobacterium.nucleatum",0.104187576621387,"Secondary BA"
"Deoxycholic Acid.Citrobacter.amalonaticus.St_Abundance",0.518251880508445,2.13090095380085,43,0.243207869227356,0.809000873704898,"Deoxycholic Acid","St_Abundance","Citrobacter.amalonaticus",0.864587167224287,"Secondary BA"
"Deoxycholic Acid.X.Clostridium..bolteae.St_Abundance",3.0530319626917,2.39479939629488,43,1.27485916666557,0.209204910133411,"Deoxycholic Acid","St_Abundance","X.Clostridium..bolteae",0.323618562284296,"Secondary BA"
"Deoxycholic Acid.Veillonella.parvula.St_Abundance",-3.68738134236695,1.73437096174781,43,-2.12606266115699,0.039279552321827,"Deoxycholic Acid","St_Abundance","Veillonella.parvula",0.0875419544469825,"Secondary BA"
"Deoxycholic Acid.Lachnospiraceae.bacterium.CAG.364.St_Abundance",-1.47662190390818,1.64059198018797,43,-0.900054322915192,0.373104543491401,"Deoxycholic Acid","St_Abundance","Lachnospiraceae.bacterium.CAG.364",0.499751858337503,"Secondary BA"
"Deoxycholic Acid.Enterococcus.casseliflavus.St_Abundance",-6.56746164245036,5.3864857488482,43,-1.21924793801871,0.229396237186673,"Deoxycholic Acid","St_Abundance","Enterococcus.casseliflavus",0.346193476674022,"Secondary BA"
"Deoxycholic Acid.Flavonifractor.plautii.St_Abundance",4.81495806038896,3.04928113281514,43,1.57904694603994,0.121654364733254,"Deoxycholic Acid","St_Abundance","Flavonifractor.plautii",0.21385245795383,"Secondary BA"
"Deoxycholic Acid.Hungatella.sp..MP355B12.St_Abundance",-2.34441056643247,3.60667244881323,43,-0.650020371881537,0.519136900720374,"Deoxycholic Acid","St_Abundance","Hungatella.sp..MP355B12",0.633843687439909,"Secondary BA"
"Deoxycholic Acid.Dialister.invisus.St_Abundance",-4.51520443302087,5.01441767611444,43,-0.900444423393069,0.372899338297582,"Deoxycholic Acid","St_Abundance","Dialister.invisus",0.49968511331876,"Secondary BA"
"Deoxycholic Acid.Hungatella.sp..MP68H3.St_Abundance",-0.137654910404303,4.39862969985303,43,-0.0312949531552751,0.975179124618554,"Deoxycholic Acid","St_Abundance","Hungatella.sp..MP68H3",0.983127293032373,"Secondary BA"
"Deoxycholic Acid.Hungatella.sp..MP42C12.St_Abundance",0.394997763075155,9.35556755078344,43,0.0422206093784314,0.966518276319194,"Deoxycholic Acid","St_Abundance","Hungatella.sp..MP42C12",0.977767466701015,"Secondary BA"
"Deoxycholic Acid.Hungatella.sp..MP42A4.St_Abundance",2.14820529538813,2.42504649369039,43,0.885840869846183,0.380630588662907,"Deoxycholic Acid","St_Abundance","Hungatella.sp..MP42A4",0.507612678059261,"Secondary BA"
"Deoxycholic Acid.Bifidobacterium.dentium.St_Abundance",0.311778917816643,1.16176870637109,43,0.268365739330781,0.789701123571833,"Deoxycholic Acid","St_Abundance","Bifidobacterium.dentium",0.850957509811722,"Secondary BA"
"Deoxycholic Acid.Dialister.invisus.CAG.218.St_Abundance",-5.07369884416252,5.22062062991432,43,-0.97185741003475,0.336556907537424,"Deoxycholic Acid","St_Abundance","Dialister.invisus.CAG.218",0.462550006256562,"Secondary BA"
"Deoxycholic Acid.Klebsiella.pneumoniae.St_Abundance",-1.0093873975668,0.612329830020881,43,-1.6484374075527,0.106551515356972,"Deoxycholic Acid","St_Abundance","Klebsiella.pneumoniae",0.193189759960199,"Secondary BA"
"Deoxycholic Acid.X.Clostridium..spiroforme.St_Abundance",8.82352247897683,13.1909760150337,43,0.668905960326263,0.507130965389216,"Deoxycholic Acid","St_Abundance","X.Clostridium..spiroforme",0.623683818237751,"Secondary BA"
"Deoxycholic Acid.Campylobacter.curvus.St_Abundance",-6.06072496712498,3.2969072986746,43,-1.8383061512107,0.0729313227245569,"Deoxycholic Acid","St_Abundance","Campylobacter.curvus",0.146089775074541,"Secondary BA"
"Deoxycholic Acid.Ruthenibacterium.lactatiformans.St_Abundance",9.67726689018561,5.42565218549454,43,1.78361357479894,0.0815452241991652,"Deoxycholic Acid","St_Abundance","Ruthenibacterium.lactatiformans",0.16010344384891,"Secondary BA"
"Deoxycholic Acid.Hungatella.hathewayi.St_Abundance",-0.480256971527473,1.54423709472401,43,-0.310999504653984,0.757303683247496,"Deoxycholic Acid","St_Abundance","Hungatella.hathewayi",0.830374580744612,"Secondary BA"
"Deoxycholic Acid.Ruminococcaceae.bacterium.cv2.St_Abundance",16.3179875885868,6.12265982950641,43,2.66517952049973,0.0107934586368807,"Deoxycholic Acid","St_Abundance","Ruminococcaceae.bacterium.cv2",0.0300795173104058,"Secondary BA"
"Deoxycholic Acid.Enterococcus.faecium.St_Abundance",-1.05439175738991,3.46767085922512,43,-0.304063390152757,0.762546195117613,"Deoxycholic Acid","St_Abundance","Enterococcus.faecium",0.834699987575985,"Secondary BA"
"Deoxycholic Acid.Ruthenibacterium.sp..VE800.03.St_Abundance",13.8323800779286,5.54772126055437,43,2.49334446131607,0.016581741589147,"Deoxycholic Acid","St_Abundance","Ruthenibacterium.sp..VE800.03",0.0423061332413303,"Secondary BA"
